patternName,concurrency,memorySize,averageRps,totalComputeTime,requests,coldstarts,duration,billedDuration,maxRps,avgDelay,maxDelay
ramp20,30,2752.0,10.29,17355.875,12488,30,5527.11819,6458.0,11.89,7.80577025084,15.207
med15,-1,1216.0,8.79,13795.78125,8323,178,11330.94475,11617.5,9.41,8.05945124103,17.535
high15,15,1984.0,11.32,12488.15625,10341,15,5932.40559,6445.5,11.88,7.94287707609,15.584
ramp20,8,1984.0,10.26,14754.25625,12459,7,7025.72693,7615.1,11.84,7.80091031606,17.112
high15,-1,1472.0,11.26,15549.4375,10437,139,10182.16923,10817.0,11.83,8.05092303328,16.519
kill15,40,1216.0,4.53,5643.83125,4222,39,4618.31,4752.7,4.73,8.01963036846,15.974
debug1,6,1984.0,5.29,507.04375,322,5,246.74056,261.7,5.29,8.36655045872,15.138
highwave20,30,2752.0,9.36,15276.01875,11374,29,4994.4764,5684.1,11.91,7.93225335438,16.146
debug1,30,1728.0,5.13,1134.16875,341,29,649.34275,672.1,5.13,9.49913513514,15.19
medwave20,2,1216.0,1.96,2821.2625,2451,1,2249.66992,2375.8,2.06,7.80234787928,15.223
debug1,-1,3008.0,5.55,3889.25,423,90,1309.54442,1324.0,5.56,8.0286374269,15.157
highwave20,4,1984.0,6.05,8785.7875,7361,5,4186.84101,4534.6,6.7,7.66612937822,15.231
ramp20,-1,1984.0,10.28,17371.81875,12586,105,8325.59001,8966.1,11.86,7.85546048381,16.23
high15,15,2240.0,11.35,12292.875,10341,14,5336.60215,5619.6,11.89,7.87481651376,15.289
high15,2,1472.0,2.35,2560.1875,2164,2,1675.01328,1781.0,2.45,7.79601800554,15.364
ramp20,20,1216.0,10.05,14220.43125,13159,20,11520.40634,11975.1,11.69,7.85745162759,15.657
medwave20,6,1728.0,7.41,10806.58125,9024,6,5833.55245,6403.9,8.16,7.89698527132,15.305
debug1,-1,1984.0,5.36,3164.7125,426,105,1610.7621,1633.4,5.36,8.02055178908,15.148
kill15,8,1472.0,4.61,5051.0875,4222,7,3245.63648,3513.8,4.75,7.68466800662,15.278
debug1,40,1728.0,4.71,1399.78125,342,39,809.09735,829.5,4.71,10.2312440945,15.169
highwave20,2,2496.0,3.67,5533.6125,4464,1,2028.31567,2270.2,3.93,7.62345912654,15.251
med15,20,1472.0,9.02,10080.46875,8304,19,6509.00893,7012.5,9.46,7.8582253995,19.455
med15,30,1472.0,9.04,10262.025,8315,29,6619.34868,7138.8,9.44,7.85019978428,15.216
highwave20,8,1728.0,8.95,13271.175,10906,10,7141.22968,7864.4,11.34,7.89075467204,15.292
med15,-1,1472.0,9.05,13269.41875,8420,140,8699.46937,9230.9,9.46,8.15885338785,15.362
high15,-1,1216.0,10.95,15836.025,10309,172,12965.1757,13335.6,11.74,8.11054298254,16.508
ramp20,30,3008.0,10.32,16111.89375,12516,30,5118.43108,5484.9,11.89,7.92846700143,16.397
ramp20,6,1472.0,7.02,10029.00625,8598,6,6456.71158,6976.7,7.41,7.81962110646,15.696
kill15,30,3008.0,4.68,6219.8625,4278,29,1990.28879,2117.4,4.76,8.09044996517,15.506
ramp20,2,2240.0,3.57,5153.75,4338,1,2189.63747,2356.0,3.7,7.65786771145,15.154
highwave20,40,1472.0,9.26,13965.8875,11329,39,8985.83625,9715.4,11.79,7.81099225897,15.885
medwave20,10,2496.0,8.19,12477.075,9932,9,4565.07953,5118.8,9.53,7.85687858364,15.709
ramp20,8,1472.0,9.13,13060.8375,11138,8,8459.46411,9085.8,9.68,7.71618661403,15.423
