patternName,concurrency,memorySize,averageRps,rpsScore,totalComputeTime,requests,coldstarts,duration,billedDuration,maxRps,avgDelay,maxDelay
high15,16,1984.0,11.32,0.96,12498.23125,10339,15,5975.51766,6450.7,11.84,7.85908392892,16.566
kill15,3,1984.0,4.57,0.95,4922.60625,4171,2,2342.04375,2540.7,4.75,7.5846467769,15.204
highwave20,1,2752.0,2.15,-0.18,3432.475,2614,0,1079.67452,1277.2,2.25,7.69715531752,15.302
ramp20,18,3008.0,10.3,0.93,15672.15,12503,18,4994.6616,5335.2,11.91,7.8276707132,16.185
kill15,12,2240.0,4.66,0.97,5226.375,4250,11,2262.39158,2389.2,4.75,7.67420957522,15.615
ramp20,15,2496.0,10.29,0.92,15834.73125,12495,16,5820.84513,6496.3,11.91,7.83918743506,17.098
ramp20,1,3008.0,2.31,-0.3,3389.2875,2807,0,1072.88216,1153.8,2.36,7.70722764517,15.28
highwave20,11,1216.0,8.65,0.85,12261.05625,10817,10,9943.07715,10325.1,10.96,7.87389064376,16.904
high15,14,1472.0,11.26,0.95,12096.85,10307,13,7831.44516,8415.2,11.84,7.78914505814,16.146
med15,3,1984.0,4.6,-0.3,4980.15,4206,2,2381.70356,2570.4,4.75,7.64211406844,15.244
med15,8,1728.0,9.03,0.85,9978.525,8263,7,5343.85688,5913.2,9.49,7.81999854897,16.123
high15,12,2496.0,11.34,0.96,13037.45625,10321,11,4804.11322,5348.7,11.86,7.890742741,16.124
ramp20,20,1472.0,10.17,0.89,14941.23125,12441,22,9700.5684,10393.9,11.81,7.89227336917,15.426
ramp20,3,2752.0,6.38,-0.19,10067.64375,7737,3,3199.3568,3746.1,6.68,7.64867196382,15.192
highwave20,1,1472.0,1.19,-0.3,1697.975,1467,0,1103.03815,1181.2,1.26,7.73350852079,15.26
highwave20,14,2752.0,9.38,0.97,15169.05625,11381,13,4841.1046,5644.3,11.91,7.80233684395,15.514
med15,5,1984.0,7.57,0.33,8202.40625,6911,4,3878.01528,4233.5,7.88,7.64321952278,15.683
ramp20,16,1216.0,10.04,0.85,14440.0,12410,16,11588.70128,12160.0,11.63,7.7789873652,16.182
med15,17,3008.0,9.2,0.91,10607.3125,8370,16,3377.61157,3611.0,9.53,7.86787502981,15.214
kill15,13,2240.0,4.63,0.96,5192.25,4235,12,2264.82225,2373.6,4.75,7.82899246527,15.876
highwave20,11,1472.0,9.21,0.94,13312.83125,11289,10,8605.32714,9261.1,11.79,7.79913018851,20.144
highwave20,20,2752.0,9.35,0.96,15314.71875,11350,19,4900.48028,5698.5,11.88,7.80707608409,15.276
kill15,18,1984.0,4.65,0.97,5432.16875,4259,17,2621.64815,2803.7,4.76,7.85288844715,15.211
med15,16,3008.0,9.18,0.91,10627.58125,8356,15,3394.72887,3617.9,9.51,7.81701146816,15.601
kill15,10,3008.0,4.67,0.97,5463.45625,4261,9,1734.82811,1859.9,4.76,8.11455971897,15.158
high15,2,2496.0,3.83,0.07,4320.46875,3490,1,1591.25947,1772.5,3.96,7.63860011458,15.316
ramp20,1,1728.0,1.39,-0.3,2024.325,1700,0,1086.17692,1199.6,1.46,7.72682882353,15.182
ramp20,18,1216.0,10.09,0.87,14295.24375,12418,19,11582.23945,12038.1,11.69,7.80839020664,15.8
kill15,8,2240.0,4.64,0.97,5046.78125,4240,7,2202.2171,2307.1,4.75,7.72060678126,15.225
highwave20,8,2752.0,9.35,0.96,14905.95,11333,7,4731.90582,5546.4,11.88,7.77364867725,15.799
highwave20,17,1216.0,9.15,0.93,13050.74375,11275,16,10502.68494,10990.1,11.71,7.87598662652,15.328
highwave20,4,3008.0,8.03,0.75,11810.21875,9727,5,3744.5831,4020.5,9.38,7.79585871352,15.838
kill15,16,1728.0,4.61,0.96,5404.725,4228,15,2924.91044,3202.8,4.75,7.7620638699,15.612
highwave20,4,1728.0,5.61,0.37,8139.65625,6822,5,4383.76731,4823.5,5.96,7.69979654314,15.19
kill15,6,1728.0,4.6,0.96,5130.50625,4214,5,2750.92063,3040.3,4.73,7.7523567196,15.24
highwave20,14,1472.0,9.25,0.94,13370.7625,11295,13,8634.29635,9301.4,11.81,7.83588211885,16.693
highwave20,6,2240.0,8.67,0.85,12052.46875,10515,6,5252.57421,5509.7,10.69,7.71249539017,16.384
high15,13,1216.0,10.65,0.88,12014.4125,10240,12,9645.45468,10117.4,11.54,7.84104223566,17.698
ramp20,8,2240.0,10.26,0.91,14429.84375,12467,7,6293.75144,6596.5,11.88,7.81052316819,15.853
ramp20,11,1216.0,9.78,0.78,13423.025,12073,11,10906.93263,11303.6,11.14,7.83768627938,16.13
med15,18,1216.0,8.92,0.81,9618.0375,8258,17,7794.1028,8099.4,9.38,7.69962054381,16.018
ramp20,10,1216.0,9.34,0.65,12977.7125,11537,9,10547.33983,10928.6,10.19,7.75650294474,16.379
med15,7,1984.0,9.14,0.89,9894.23125,8332,6,4721.60156,5106.7,9.49,7.74344998801,15.488
high15,7,1984.0,10.77,0.89,11651.15625,9819,6,5561.85899,6013.5,11.34,7.73852946565,15.571
med15,16,1216.0,8.92,0.81,9577.1875,8262,15,7765.1128,8065.0,9.38,7.77835230156,15.939
high15,14,2496.0,11.37,0.96,13118.1375,10358,13,4815.66934,5381.8,11.91,7.81563108668,16.225
med15,1,1216.0,1.01,-0.3,1045.0,947,0,851.1315,880.0,1.05,7.81913093981,15.35
high15,20,3008.0,11.38,0.96,13123.575,10355,19,4185.2155,4467.6,11.89,7.90541931752,15.367
ramp20,3,1216.0,3.04,-0.3,4220.1375,3763,2,3397.83382,3553.8,3.16,7.68494236388,15.27
highwave20,4,2752.0,7.67,0.69,11991.89375,9305,3,3834.08908,4462.1,8.56,7.65299806618,15.793
highwave20,4,2240.0,6.87,0.57,9780.96875,8354,3,4213.54294,4471.3,7.13,7.69636735671,15.228
kill15,1,2240.0,1.56,0.33,1690.28125,1434,0,723.21926,772.7,1.6,7.55873709902,15.207
ramp20,13,2496.0,10.27,0.92,15789.6375,12461,16,5793.83098,6477.8,11.86,7.86088883546,15.748
kill15,5,3008.0,4.67,0.97,5256.06875,4255,4,1668.15076,1789.3,4.76,8.27762009861,15.212
kill15,20,1472.0,4.58,0.95,5360.86875,4216,19,3483.49064,3729.3,4.73,7.74823494687,15.28
highwave20,17,1984.0,9.3,0.95,13716.14375,11330,17,6590.17322,7079.3,11.83,7.82590050234,15.674
ramp20,13,2240.0,10.26,0.91,14713.34375,12466,16,6403.84314,6726.1,11.83,7.83686428457,16.078
high15,13,3008.0,11.38,0.96,13018.70625,10344,13,4155.49869,4431.9,11.93,7.88921753403,15.286
high15,18,3008.0,11.4,0.97,13078.925,10362,17,4170.02252,4452.4,11.88,7.7562850949,15.295
highwave20,16,1728.0,9.29,0.95,13840.03125,11330,15,7450.11789,8201.5,11.84,7.90198810048,16.043
high15,17,2752.0,11.38,0.96,14232.73125,10359,17,4507.42447,5295.9,11.91,7.81949460293,15.566
ramp20,16,2496.0,10.3,0.93,15821.08125,12504,15,5840.45456,6490.7,11.86,7.86339132519,15.287
highwave20,8,2240.0,9.32,0.96,13196.3125,11317,7,5734.38901,6032.6,11.88,7.81319992935,15.594
med15,8,1984.0,9.11,0.88,9946.54375,8325,7,4739.47537,5133.7,9.48,7.76550528084,16.392
kill15,9,2240.0,4.64,0.97,5043.71875,4239,8,2207.15832,2305.7,4.76,7.77057617142,15.174
med15,11,2496.0,9.18,0.91,10598.7375,8360,10,3882.86983,4348.2,9.51,7.9374827957,16.394
highwave20,10,1984.0,9.32,0.96,13622.175,12068,9,6387.83091,7030.8,11.81,7.83829767326,17.426
med15,4,1984.0,5.63,-0.3,6615.0125,5137,3,3157.18417,3414.2,5.84,7.57649552529,16.25
highwave20,8,3008.0,9.35,0.96,13862.94375,11324,7,4398.06527,4719.3,11.88,7.91915523784,16.67
high15,1,1472.0,1.24,-0.24,1327.3875,1146,0,854.70696,923.4,1.28,7.66733595113,15.169
highwave20,5,2240.0,7.85,0.72,10991.96875,9554,4,4754.70417,5024.9,9.01,7.77133929692,15.253
kill15,8,2496.0,4.66,0.97,5459.26875,4248,8,2002.27836,2239.7,4.76,7.7004468985,15.214
med15,1,3008.0,2.31,-0.3,2540.35,2105,0,799.80374,864.8,2.35,7.76445938242,15.239
ramp20,2,1472.0,2.39,-0.3,3415.5,2931,1,2198.6321,2376.0,2.56,7.68280013643,15.294
ramp20,7,2496.0,10.27,0.92,15476.175,12460,6,5655.22266,6349.2,11.81,7.82899358254,19.848
kill15,4,1216.0,3.57,0.74,3761.525,3319,4,3059.40961,3167.6,3.75,7.77356755943,15.506
high15,12,2752.0,11.37,0.96,13940.86875,10351,11,4403.91826,5187.3,11.89,7.85141256514,16.332
ramp20,11,3008.0,10.33,0.93,15538.2,12522,12,4937.82216,5289.6,11.91,7.92663331738,16.893
high15,8,1472.0,9.11,0.69,9907.825,8372,10,6390.43883,6892.4,9.76,7.7574198282,15.317
ramp20,8,1472.0,9.11,0.59,13028.20625,11143,8,8410.21225,9063.1,9.74,7.69585176217,15.704
kill15,8,1984.0,4.63,0.96,5137.66875,4236,7,2448.93669,2651.7,4.75,7.7632623144,15.349
med15,17,2240.0,9.16,0.9,10279.9375,8348,16,4392.9841,4699.4,9.51,7.7897422286,15.806
kill15,19,2240.0,4.64,0.97,5524.09375,4252,18,2371.64853,2525.3,4.76,7.72560796253,19.767
kill15,17,2752.0,4.64,0.97,6262.14375,4253,16,1986.16944,2330.1,4.75,7.82972710237,15.899
ramp20,12,2240.0,10.27,0.92,14616.21875,12480,11,6348.34175,6681.7,11.89,7.85397910496,15.715
med15,8,3008.0,9.2,0.91,10309.74375,8360,7,3280.95745,3509.7,9.54,7.8835630453,15.309
ramp20,8,2496.0,10.26,0.91,15668.7375,12452,8,5745.42704,6428.2,11.86,7.83006717496,15.799
kill15,1,1216.0,0.92,0.19,940.975,863,0,772.09022,792.4,0.94,7.76157358053,15.315
highwave20,19,2752.0,9.37,0.96,15584.275,11378,18,4923.11892,5798.8,11.88,7.70047095472,15.427
med15,15,1216.0,8.91,0.81,9586.80625,8265,14,7749.21424,8073.1,9.36,7.81326102186,16.403
ramp20,7,1728.0,9.43,0.68,13730.85,11481,6,7365.68041,8136.8,10.16,7.70753573605,15.825
high15,14,2752.0,11.39,0.97,13853.525,10362,13,4433.4414,5154.8,11.89,7.82487363855,15.975
ramp20,4,1728.0,5.47,-0.3,8000.1,6676,3,4318.92234,4740.8,5.9,7.71895673005,15.247
highwave20,10,1216.0,8.34,0.8,11621.5875,10316,10,9473.04229,9786.6,10.19,7.89611998838,16.305
med15,15,1984.0,9.13,0.89,10096.50625,8329,14,4839.37316,5211.1,9.49,7.83092340885,15.958
med15,14,1216.0,8.94,0.82,9523.9875,8271,13,7706.77291,8020.2,9.39,7.73028235152,16.282
kill15,6,2240.0,4.64,0.97,4959.0625,4234,5,2166.23009,2267.0,4.76,7.68104741684,15.309
med15,8,1472.0,8.85,0.79,9515.1,8125,10,6119.54434,6619.2,9.36,7.79907424708,15.551
highwave20,1,3008.0,2.27,-0.16,3369.3125,2758,1,1067.40011,1147.0,2.35,7.67495795578,15.212
highwave20,8,1984.0,9.27,0.95,13408.275,11289,7,6392.70664,6920.4,11.83,7.73882914306,16.606
med15,9,1216.0,8.56,0.69,9052.55,7937,10,7350.6058,7623.2,9.09,7.66436630175,15.378
ramp20,18,2496.0,10.3,0.93,15940.51875,12516,19,5873.69699,6539.7,11.86,7.85279840447,18.967
highwave20,7,1216.0,6.84,0.56,9512.70625,8443,10,7763.86588,8010.7,7.38,7.77069087898,17.391
kill15,11,1472.0,4.57,0.95,5123.39375,4215,10,3311.43348,3564.1,4.73,7.73249538462,16.04
ramp20,12,1984.0,10.24,0.91,14973.58125,12465,12,7159.31049,7728.3,11.78,7.84399807646,16.378
highwave20,20,1984.0,9.31,0.95,13772.33125,11335,20,6584.12138,7108.3,11.84,7.82273439014,15.378
highwave20,20,1472.0,9.24,0.94,13627.7875,11312,22,8859.71543,9480.2,11.81,7.79759581789,17.114
highwave20,7,3008.0,9.38,0.97,13808.6,11357,6,4358.18282,4700.8,11.91,7.89338792572,16.08
ramp20,18,1472.0,10.18,0.89,14902.41875,12454,20,9725.76512,10366.9,11.83,7.79841574475,15.984
highwave20,1,2240.0,1.74,-0.25,2497.46875,2125,1,1081.30587,1141.7,1.86,7.66938099718,15.179
high15,10,2752.0,11.38,0.96,13541.50625,10344,9,4354.41448,5038.7,11.89,7.92243417367,16.578
ramp20,5,1984.0,7.79,0.21,11225.875,9482,4,5353.14029,5794.0,8.24,7.65431878558,15.219
kill15,19,3008.0,4.67,0.97,5790.4,4260,18,1860.97185,1971.2,4.76,8.01514165498,15.757
high15,12,1472.0,11.16,0.94,12188.70625,10296,11,7881.3226,8479.1,11.81,7.86076714854,15.255
kill15,15,3008.0,4.67,0.97,5656.15625,4261,14,1806.83788,1925.5,4.76,8.01032163743,16.138
med15,6,1728.0,7.8,0.41,8599.1625,7134,5,4619.48935,5095.8,8.11,7.7321863006,15.935
kill15,11,2496.0,4.65,0.97,5580.9,4244,11,2060.74318,2289.6,4.76,7.83940094007,16.128
high15,10,2496.0,11.39,0.97,12998.7,10361,9,4750.0162,5332.8,11.89,7.93526470588,20.207
highwave20,5,2752.0,8.7,0.86,13387.5125,10550,4,4354.25195,4981.4,10.69,7.69143964374,15.377
highwave20,13,1216.0,9.09,0.92,12760.28125,11247,12,10361.73672,10745.5,11.68,7.84257296385,16.112
highwave20,9,1216.0,7.89,0.73,10993.99375,9738,8,8918.90936,9258.1,9.33,7.860569567,16.117
highwave20,18,1984.0,9.33,0.96,13745.59375,11359,18,6572.92268,7094.5,11.88,7.83361114529,15.702
med15,16,1728.0,9.09,0.88,10265.90625,8318,15,5547.27189,6083.5,9.46,7.84100384015,15.422
high15,2,2240.0,3.63,0.04,3790.9375,3308,2,1655.75238,1733.0,3.85,7.73740483384,20.214
high15,9,2240.0,11.34,0.96,12471.59375,10331,8,5390.05121,5701.3,11.84,7.74805745236,15.531
ramp20,7,2752.0,10.27,0.92,16187.8875,12442,6,5162.23057,6023.4,11.86,7.81547348972,15.286
ramp20,17,2496.0,10.29,0.92,15959.53125,12496,19,5917.32157,6547.5,11.91,7.85615317619,16.835
highwave20,2,2240.0,3.54,0.04,4921.21875,4298,1,2144.08809,2249.7,3.68,7.60806094441,15.136
ramp20,8,2752.0,10.29,0.92,16364.725,12474,7,5208.78869,6089.2,11.88,7.75260003205,15.371
highwave20,11,2496.0,9.36,0.96,14274.73125,11352,10,5244.62504,5856.3,11.88,7.87479325823,16.456
high15,3,1728.0,4.26,0.12,4674.375,3898,2,2505.65908,2770.0,4.4,7.72457358974,17.753
med15,19,1728.0,9.1,0.88,10329.35625,8322,18,5605.22231,6121.1,9.49,7.89597745803,15.302
med15,20,2752.0,9.16,0.9,11542.8125,8341,19,3689.13199,4295.0,9.53,7.8091208134,15.336
highwave20,13,1472.0,9.23,0.94,13368.175,11297,12,8665.47484,9299.6,11.81,7.80238173136,17.296
highwave20,3,2240.0,5.25,0.31,7365.09375,6383,2,3202.19722,3366.9,5.45,7.61770555991,15.243
highwave20,20,2496.0,9.36,0.96,14588.19375,11368,20,5407.01419,5984.9,11.88,7.75068844398,15.313
ramp20,19,2752.0,10.33,0.93,17064.55,12527,20,5411.14951,6349.6,11.88,7.76943612019,15.617
kill15,7,2752.0,4.66,0.97,5691.05,4248,9,1852.80848,2117.6,4.75,7.82884707541,15.597
highwave20,6,1216.0,5.93,0.42,8116.325,7325,5,6647.99811,6834.8,6.29,7.75365634379,15.616
kill15,2,1216.0,1.83,0.38,1876.84375,1693,1,1535.33967,1580.5,1.9,7.85804309327,15.351
kill15,10,1728.0,4.61,0.96,5256.9,4231,9,2823.14216,3115.2,4.75,7.80380306604,15.218
highwave20,11,2240.0,9.34,0.96,13298.6875,11351,10,5800.3296,6079.4,11.89,7.90017753719,17.19
kill15,18,2240.0,4.65,0.97,5351.28125,4255,17,2337.89578,2446.3,4.76,7.64455173221,15.212
high15,4,1216.0,4.07,0.09,4194.25,3760,3,3417.04687,3532.0,4.26,7.67153919745,15.49
ramp20,17,2752.0,10.3,0.93,17318.25,12505,16,5410.98232,6444.0,11.88,7.76970138168,15.949
high15,3,3008.0,6.88,0.43,7532.04375,6251,2,2386.11263,2564.1,7.09,7.68328898129,15.291
med15,3,1216.0,3.0,-0.3,3146.51875,2785,2,2548.35254,2649.7,3.13,7.77166307858,20.339
kill15,20,3008.0,4.67,0.97,5851.5,4264,19,1877.71255,1992.0,4.76,8.10114966145,15.293
med15,12,1984.0,9.13,0.89,10056.59375,8338,11,4811.75107,5190.5,9.49,7.84805485687,16.089
high15,19,3008.0,11.41,0.97,13113.88125,10382,18,4174.90474,4464.3,11.91,7.80528211538,15.289
kill15,14,1472.0,4.58,0.95,5196.13125,4214,13,3360.9785,3614.7,4.73,7.63307806955,15.187
highwave20,20,3008.0,9.36,0.96,14428.11875,11359,20,4603.24742,4911.7,11.86,7.82171412251,15.922
high15,19,2240.0,11.36,0.96,12472.03125,10352,18,5400.11838,5701.5,11.89,7.80459421408,15.284
med15,1,1728.0,1.35,-0.3,1468.4625,1236,0,793.74621,870.2,1.41,7.76787055016,15.197
highwave20,17,2240.0,9.33,0.96,13585.46875,11344,16,5869.20488,6210.5,11.89,7.83510642606,15.333
med15,8,2496.0,9.15,0.9,10435.9125,8331,7,3825.08254,4281.4,9.51,7.89360434157,15.283
ramp20,12,3008.0,10.34,0.94,15669.2125,12531,14,4984.02194,5334.2,11.88,7.95712714229,15.957
high15,18,2752.0,11.39,0.97,14214.99375,10364,18,4497.93468,5289.3,11.91,7.82143825852,16.274
high15,2,3008.0,4.6,0.16,5057.49375,4185,1,1611.21105,1721.7,4.7,7.71832226469,15.185
ramp20,19,1728.0,10.24,0.91,15326.71875,12481,20,8266.5408,9082.5,11.84,7.88938164947,15.841
high15,14,1216.0,11.09,0.93,11807.66875,10248,13,9506.03806,9943.3,11.71,7.81769739791,15.986
med15,11,1472.0,9.03,0.85,9886.2625,8304,11,6379.9715,6877.4,9.44,7.91748839447,15.302
kill15,17,1728.0,4.61,0.96,5431.21875,4226,16,2946.85358,3218.5,4.73,7.71853913248,15.65
highwave20,19,3008.0,9.37,0.96,14302.39375,11363,18,4557.67055,4868.9,11.91,7.80827607416,16.765
high15,15,2752.0,11.36,0.96,13984.94375,10339,16,4460.86346,5203.7,11.89,7.80253732496,15.372
highwave20,6,1472.0,6.97,0.58,9994.79375,8523,5,6466.32814,6952.9,7.34,7.69863121482,20.137
high15,8,2496.0,11.31,0.96,13191.50625,10299,7,4860.98542,5411.9,11.84,7.71478886086,15.31
high15,1,2240.0,1.69,-0.19,1972.03125,1547,0,796.76696,901.5,1.75,7.72280607628,15.216
kill15,20,2496.0,4.67,0.97,5838.05625,4264,19,2173.47198,2395.1,4.76,7.65129885594,15.238
kill15,6,1984.0,4.64,0.97,5088.84375,4235,5,2409.50561,2626.5,4.75,7.84896438679,15.718
high15,11,1216.0,10.42,0.85,10952.55,9658,10,8897.06184,9223.2,11.08,7.80400444766,17.26
med15,12,1728.0,9.09,0.88,10156.89375,8317,11,5476.91067,6018.9,9.46,7.8798568684,15.227
high15,16,1216.0,11.09,0.93,11989.2375,10292,15,9609.4025,10096.2,11.74,7.79296070632,15.857
med15,18,1472.0,7.29,0.23,9969.49375,8277,17,6471.88832,6935.3,9.36,8.24714733542,15.672
ramp20,18,2752.0,10.3,0.93,17028.5375,12508,17,5369.32904,6336.2,11.89,7.73257692615,15.216
med15,13,1216.0,8.91,0.81,9578.1375,8273,13,7728.22285,8065.8,9.36,7.79130629978,15.789
ramp20,4,1472.0,4.7,-0.3,6720.16875,5748,3,4354.724,4674.9,4.96,7.63936306729,15.556
high15,13,1728.0,11.3,0.95,12465.225,10329,12,6713.60982,7386.8,11.86,7.84356164781,15.642
kill15,9,2752.0,4.68,0.97,5620.90625,4259,8,1833.41129,2091.5,4.76,7.85400773377,15.183
highwave20,1,1984.0,1.53,-0.28,2209.525,1874,0,1065.83917,1140.4,1.68,7.6072171825,15.111
ramp20,6,2240.0,9.68,0.75,13406.96875,11748,5,5882.58899,6128.9,10.76,7.76916285204,16.435
med15,3,3008.0,6.62,-0.01,7458.60625,6019,3,2375.51098,2539.1,7.0,7.70202407838,15.975
kill15,15,2496.0,4.65,0.97,5825.86875,4252,20,2155.64548,2390.1,4.76,7.67098946629,16.794
ramp20,13,1728.0,10.24,0.91,15119.325,12483,12,8127.27463,8959.6,11.84,7.86269083633,15.408
kill15,2,1472.0,2.31,0.48,2471.6375,2120,1,1583.56564,1719.4,2.36,7.47497595474,15.283
high15,6,2240.0,10.08,0.81,10531.5,9171,5,4551.63462,4814.4,10.61,7.69049847428,15.194
kill15,19,1216.0,4.54,0.95,5130.7125,4202,18,4168.85394,4320.6,4.71,7.9100063981,16.154
kill15,8,2752.0,4.67,0.97,5589.73125,4248,8,1826.09616,2079.9,4.76,7.7646637688,16.1
ramp20,3,2240.0,5.41,-0.3,7542.5,6571,2,3288.67846,3448.0,5.54,7.63889183021,15.544
high15,15,1984.0,11.31,0.96,12433.7125,10326,14,5946.56011,6417.4,11.86,7.79731237911,15.323
highwave20,18,2496.0,9.34,0.96,14506.29375,11340,19,5333.86185,5951.3,11.84,7.78628277137,15.332
highwave20,12,2752.0,9.35,0.96,15248.875,11354,12,4840.73642,5674.0,11.88,7.81368053845,15.611
med15,9,3008.0,9.19,0.91,10481.5875,8351,10,3333.82626,3568.2,9.54,7.91628477455,15.274
kill15,6,1472.0,4.57,0.95,4984.9625,4204,5,3208.75833,3467.8,4.73,7.57145497743,15.188
high15,8,3008.0,11.41,0.97,12648.2875,10356,7,4002.06614,4305.8,11.91,7.8651660716,16.321
highwave20,19,1728.0,9.29,0.95,13886.26875,11323,18,7493.68479,8228.9,11.84,7.85946159951,15.514
highwave20,12,1728.0,9.3,0.95,13738.78125,11338,11,7420.31382,8141.5,11.84,7.96935474491,15.596
kill15,16,3008.0,4.67,0.97,5692.875,4261,15,1822.46341,1938.0,4.76,8.04777806361,15.224
ramp20,1,1472.0,1.19,-0.3,1695.1,1463,0,1100.36988,1179.2,1.23,7.69736431989,15.595
high15,16,2496.0,11.34,0.96,13168.35,10331,15,4877.91642,5402.4,11.89,7.83211463367,15.302
ramp20,2,3008.0,4.61,-0.3,6718.0625,5581,1,2118.96533,2287.0,4.73,7.61571766392,15.315
kill15,10,2752.0,4.67,0.97,5762.80625,4258,9,1859.95612,2144.3,4.76,7.78265760487,16.284
highwave20,2,1472.0,2.38,-0.15,3392.06875,2912,1,2194.44957,2359.7,2.51,7.60498867147,15.216
kill15,13,1984.0,4.63,0.96,5276.2,4237,12,2524.68423,2723.2,4.75,7.80456813368,15.228
high15,20,1216.0,11.14,0.94,12019.99375,10297,19,9685.96996,10122.1,11.73,7.83295676619,15.34
highwave20,7,1472.0,7.67,0.69,10982.35625,9378,6,7047.33408,7639.9,8.69,7.69412382779,15.867
highwave20,9,1984.0,9.32,0.96,13459.425,11332,8,6377.18639,6946.8,11.83,7.77795996473,15.66
med15,14,2752.0,9.17,0.9,11200.425,8354,13,3587.7013,4167.6,9.53,7.83451392375,15.314
ramp20,2,2752.0,4.43,-0.3,6580.6125,5376,1,2173.08474,2448.6,4.59,7.63415398921,15.198
highwave20,18,1472.0,9.25,0.94,13457.15625,11300,17,8733.42246,9361.5,11.84,7.75123027304,17.339
kill15,19,1984.0,4.63,0.96,5430.8125,4245,18,2610.6569,2803.0,4.75,7.79111963406,15.192
high15,20,1728.0,9.33,0.72,12984.6375,10296,31,7034.73261,7694.6,11.28,8.12686985572,16.267
ramp20,18,1728.0,10.22,0.9,15280.65,12463,19,8267.05062,9055.2,11.83,7.84457683064,16.239
ramp20,2,1216.0,2.02,-0.3,2780.4125,2499,2,2271.81081,2341.4,2.13,7.67322191124,15.258
med15,7,3008.0,9.19,0.91,10265.09375,8353,6,3257.92906,3494.5,9.49,7.90173070942,16.497
highwave20,8,1472.0,8.12,0.77,11618.30625,9932,8,7519.0789,8082.3,9.73,7.71358772636,16.186
highwave20,3,3008.0,6.79,0.55,9918.7625,8220,2,3147.65359,3376.6,7.04,7.64402809535,15.261
ramp20,11,2752.0,10.31,0.93,16637.775,12490,10,5274.63778,6190.8,11.91,7.90534016,15.335
high15,17,1984.0,11.33,0.96,12556.55,10349,17,6023.71521,6480.8,11.88,7.83004649817,15.349
ramp20,15,3008.0,10.32,0.93,15664.21875,12509,16,4992.09233,5332.5,11.88,7.83642155689,15.454
ramp20,14,2752.0,10.31,0.93,16887.175,12503,14,5323.90726,6283.6,11.91,7.83955516498,16.216
high15,10,1472.0,11.13,0.93,12026.26875,10204,9,7761.51354,8366.1,11.74,7.77439870753,15.918
kill15,15,1472.0,4.58,0.95,5232.7875,4215,14,3392.92072,3640.2,4.75,7.72522724048,15.426
highwave20,17,2752.0,9.36,0.96,15750.3625,11358,17,4932.67483,5860.6,11.91,7.80809652747,15.245
highwave20,8,1728.0,8.94,0.9,13200.13125,10924,8,7095.98129,7822.3,11.38,7.92767343578,15.334
highwave20,20,1216.0,9.15,0.93,13101.6875,11277,19,10565.49368,11033.0,11.68,7.86413509207,15.296
kill15,5,2240.0,4.64,0.97,4966.71875,4235,4,2165.40257,2270.5,4.76,7.81621302194,17.401
kill15,9,2496.0,4.65,0.97,5446.59375,4239,8,2007.72397,2234.5,4.76,7.68831881328,15.185
ramp20,6,3008.0,10.28,0.92,15112.2625,12458,5,4794.51763,5144.6,11.86,7.77937125893,16.108
ramp20,11,2240.0,10.29,0.92,14541.625,12499,11,6331.56749,6647.6,11.89,7.90849080735,15.918
med15,1,2240.0,1.82,-0.3,1908.59375,1662,0,831.56328,872.5,1.85,7.72301323706,15.178
high15,4,1984.0,6.39,0.37,6933.73125,5835,4,3312.09457,3578.7,6.71,7.66275269738,15.198
kill15,14,2240.0,4.63,0.96,5326.78125,4241,18,2328.55561,2435.1,4.73,7.65180370979,15.295
highwave20,5,3008.0,9.1,0.92,13498.69375,11046,5,4257.19959,4595.3,11.49,7.73164944349,16.375
ramp20,9,1984.0,10.23,0.91,14780.8,12444,8,7032.33726,7628.8,11.83,7.83017378734,15.998
kill15,6,3008.0,4.67,0.97,5306.3,4259,5,1684.46992,1806.4,4.78,8.10375680113,15.754
highwave20,13,1728.0,9.29,0.95,13765.6125,11331,13,7423.27638,8157.4,11.84,7.92284238364,16.142
ramp20,17,1216.0,10.07,0.86,14285.74375,12435,18,11572.10182,12030.1,11.69,7.8221288043,20.203
ramp20,13,1984.0,10.24,0.91,15099.325,12474,14,7229.52851,7793.2,11.86,7.8788909353,16.548
ramp20,14,1472.0,10.2,0.9,14652.29375,12468,15,9437.91993,10192.9,11.86,7.80687446928,15.451
kill15,20,1728.0,4.61,0.96,5485.3875,4239,20,2989.76888,3250.6,4.73,7.81746607185,15.271
high15,4,1472.0,4.82,0.18,5181.6125,4422,3,3343.10961,3604.6,5.04,7.67077491525,15.199
ramp20,6,1984.0,9.3,0.64,13327.2875,11308,6,6321.3964,6878.6,9.86,7.6611522892,15.258
kill15,5,2496.0,4.65,0.97,5320.81875,4230,4,1948.15801,2182.9,4.76,7.66343599433,15.755
med15,13,2240.0,9.16,0.9,9922.9375,8355,14,4320.21209,4536.2,9.51,7.87377189628,15.807
high15,12,1216.0,10.12,0.81,11610.9,9931,11,9387.27578,9777.6,10.79,7.80345574331,15.557
ramp20,15,1984.0,10.27,0.92,15005.74375,12493,15,7176.49224,7744.9,11.84,7.80654716981,15.3
ramp20,4,3008.0,8.93,0.53,13109.475,10825,3,4159.26841,4462.8,9.36,7.63852419653,15.182
highwave20,3,1472.0,3.55,0.04,5104.13125,4349,3,3290.64148,3550.7,3.79,7.66350436581,15.321
