patternName,concurrency,memorySize,averageRps,rpsScore,totalComputeTime,requests,coldstarts,duration,billedDuration,maxRps,avgDelay,maxDelay
high15,20,1344.0,11.15,0.94,12689.11875,10323,20,8950.2582,9667.9,11.74,7.83284269554,16.571
ramp20,10,2880.0,10.31,0.93,15809.34375,12508,10,5201.34656,5621.1,11.88,7.86594120467,16.209
med15,11,2112.0,9.14,0.89,10676.7375,8341,10,4602.63751,5176.6,9.49,7.93158831278,15.402
ramp20,8,1344.0,8.38,0.38,12312.3,10274,8,8619.66267,9380.8,8.88,7.75596343124,15.576
high15,8,1856.0,11.05,0.93,11906.13125,10093,8,6196.56113,6568.9,11.68,7.68394733195,16.065
highwave20,20,1856.0,9.27,0.95,14105.05625,11318,19,7239.02371,7782.1,11.86,7.83561550675,16.707
highwave20,13,2880.0,9.36,0.96,14086.40625,11369,12,4695.22353,5008.5,11.89,7.97251076355,16.156
med15,14,1344.0,8.99,0.84,9887.5875,8275,13,6993.23618,7533.4,9.44,7.78582227317,17.822
highwave20,1,2112.0,1.67,-0.26,2537.2875,2036,0,1094.22366,1230.2,1.71,7.65196316306,15.164
ramp20,8,1600.0,9.5,0.7,13377.96875,12369,8,8168.56895,8561.9,10.38,7.75229199321,15.274
high15,1,2112.0,1.58,-0.2,1865.7375,1461,2,803.10336,904.6,1.7,7.72669993165,15.181
ramp20,1,1600.0,1.3,-0.3,1814.53125,1598,0,1117.42533,1161.3,1.35,7.63549561952,15.837
ramp20,9,1856.0,10.16,0.89,15079.09375,12406,9,7762.6467,8319.5,11.83,7.81845195328,15.322
highwave20,1,2880.0,2.39,-0.14,3340.125,2907,286,1073.35965,1187.6,6.09,7.86627278422,15.319
high15,1,1088.0,0.13,-0.3,946.05,857,0,858.84936,890.4,0.21,7.69428354726,15.396
ramp20,5,1088.0,0.37,-0.3,6278.525,5411,5,5622.37619,5909.2,0.81,7.81594645495,16.871
med15,5,2880.0,9.05,0.86,10543.5,8233,5,3434.10753,3748.8,9.46,7.71114967225,15.308
ramp20,2,2624.0,3.72,-0.3,5934.75,4524,2,2010.71278,2316.0,3.96,7.68575740168,15.391
med15,16,1600.0,9.05,0.86,9671.875,8317,15,5972.84354,6190.0,9.44,7.92672155545,18.258
ramp20,11,1088.0,0.75,-0.3,13185.51875,11280,11,11758.97567,12409.9,1.11,7.82886812506,18.606
med15,9,2624.0,9.15,0.9,11058.725,8333,8,3777.3854,4315.6,9.53,7.93317731687,16.081
high15,6,1856.0,8.39,0.61,9239.58125,7761,7,4772.05858,5097.7,8.84,7.75611328527,16.06
high15,8,2880.0,11.38,0.96,13664.53125,10359,9,4436.34723,4858.5,11.88,7.84111853781,15.178
ramp20,14,2624.0,10.29,0.92,16659.58125,12502,13,5620.30794,6501.3,11.88,7.8490679984,15.245
med15,14,2880.0,9.18,0.91,10447.03125,8368,13,3506.0633,3714.5,9.51,7.89582603508,16.168
ramp20,14,1344.0,10.09,0.87,14780.98125,12411,13,10391.79331,11261.7,11.73,7.79880803284,16.287
ramp20,10,1344.0,9.62,0.73,14236.29375,11863,10,9995.20457,10846.7,10.81,7.85313888655,16.084
highwave20,10,2880.0,9.36,0.96,14692.78125,11345,9,4775.34728,5224.1,11.88,7.88447269685,15.776
med15,19,2112.0,9.13,0.89,10908.35625,8344,18,4694.77135,5288.9,9.48,7.87801267639,16.276
highwave20,19,2624.0,9.34,0.96,15327.85,11351,18,5239.31113,5981.6,11.88,7.88211935966,16.424
high15,12,1344.0,11.11,0.93,12339.8625,10251,11,8636.35965,9401.8,11.76,7.82582001559,16.629
high15,13,2112.0,11.33,0.96,13156.06875,10334,12,5591.04477,6378.7,11.86,7.90953605258,16.172
high15,18,2624.0,11.4,0.97,14030.2,10380,17,4798.3723,5475.2,11.89,7.85415898817,15.218
ramp20,3,1600.0,3.87,-0.3,5379.84375,4727,2,3315.22757,3443.1,4.03,7.68422034257,15.579
highwave20,13,1344.0,9.21,0.94,13360.2,11303,12,9436.0983,10179.2,11.79,7.78478506407,17.258
high15,2,2368.0,3.78,0.06,4081.5625,3443,1,1656.26471,1765.0,3.9,7.66532433217,15.708
highwave20,10,1856.0,9.28,0.95,13350.5125,11315,9,6975.24147,7365.8,11.86,7.88019242317,16.108
high15,9,2368.0,11.44,0.97,6184.55,10362,6849,2090.97147,2674.4,11.96,7.82534024752,15.911
med15,17,1600.0,9.06,0.86,9737.1875,8301,16,6000.80213,6231.8,9.44,7.90666478297,18.797
high15,4,1600.0,5.1,0.22,5278.125,4666,3,3255.51512,3378.0,5.26,7.67104454915,15.327
highwave20,7,2112.0,9.1,0.92,14026.85625,11077,6,5992.93606,6800.9,11.59,7.76276468465,15.998
highwave20,20,1088.0,0.84,-0.3,13351.5875,11807,19,11870.19656,12566.2,1.56,7.93662971419,19.181
highwave20,7,1856.0,8.5,0.83,12168.21875,10347,6,6322.27893,6713.5,10.23,7.80568482565,15.211
ramp20,7,2624.0,10.27,0.92,16356.18125,12461,6,5473.39813,6382.9,11.88,7.78182072672,15.76
ramp20,19,2624.0,10.28,0.92,16767.20625,12490,18,5738.17767,6543.3,11.86,7.9028118804,16.525
ramp20,1,1856.0,1.5,-0.3,2073.8625,1839,0,1093.19853,1144.2,1.56,7.75580859163,15.297
med15,4,1344.0,4.35,-0.3,4765.6875,4033,3,3360.05241,3631.0,4.54,7.7250654113,15.361
high15,11,1856.0,11.25,0.95,12157.34375,10298,11,6368.04835,6707.5,11.81,7.87520448152,18.382
highwave20,14,2112.0,9.33,0.96,14492.15625,11357,13,6201.93622,7026.5,11.86,7.81730800352,17.093
highwave20,8,1600.0,8.54,0.83,11903.125,10423,7,7306.11583,7618.0,10.39,7.70077756472,15.328
highwave20,15,1344.0,9.31,0.95,8046.4125,11363,5456,5326.20497,6130.6,11.88,7.80781467388,15.699
high15,13,1344.0,11.18,0.94,12150.46875,10297,12,8596.16607,9257.5,11.78,7.81469550878,15.619
highwave20,6,1600.0,7.11,0.6,10297.5,8699,5,6243.79931,6590.4,7.73,7.64899230239,15.528
med15,14,1088.0,1.42,-0.3,9547.625,8244,13,8597.91844,8986.0,2.2,7.90203221509,16.216
med15,12,2112.0,9.14,0.89,10678.8,8342,11,4545.95514,5177.6,9.49,7.80434059619,15.434
med15,2,2112.0,3.13,-0.3,3620.1,2860,2,1554.15178,1755.2,3.23,7.74643256464,16.123
ramp20,17,1344.0,10.15,0.88,15055.425,13297,17,10499.53898,11470.8,11.79,7.81427076761,15.838
med15,15,1088.0,3.77,-0.3,6772.8,8298,2970,5869.26138,6374.4,7.71,7.9613086617,16.373
ramp20,19,1600.0,10.18,0.89,14685.3125,12467,24,9048.31804,9398.6,11.76,7.83311408214,15.348
med15,16,2624.0,9.16,0.9,11332.9125,8347,16,3857.84545,4422.6,9.51,7.90797333493,15.723
highwave20,16,1856.0,9.3,0.95,13278.55625,11342,15,7013.96016,7326.1,11.84,7.9388049661,16.245
ramp20,1,2368.0,1.85,-0.3,2702.85,2325,1,1088.27121,1168.8,1.96,7.97965606191,15.203
high15,8,2624.0,11.36,0.96,13775.23125,11096,7,4589.1089,5375.7,11.91,7.80230135999,15.383
ramp20,10,2624.0,10.28,0.92,16706.21875,12476,10,5705.80544,6519.5,11.86,7.97153251642,25.274
med15,18,2624.0,9.16,0.9,11417.475,8356,17,3929.01224,4455.6,9.51,7.82580162427,15.474
med15,10,2880.0,9.18,0.91,10663.59375,8355,9,3512.70096,3791.5,9.51,7.8728639407,15.301
high15,14,2624.0,11.36,0.96,13814.4375,10343,13,4672.02153,5391.0,11.89,7.83622363847,16.801
med15,8,2368.0,9.15,0.9,10037.86875,8338,7,4080.4396,4340.7,9.49,7.85274451768,15.552
highwave20,6,2880.0,9.41,0.97,5448.65625,11351,9260,1218.53955,1937.3,11.94,7.85963597108,15.203
high15,11,2368.0,11.35,0.96,12663.7125,10343,10,5137.6177,5476.2,11.89,7.88572075727,15.466
high15,10,1344.0,10.21,0.83,11370.31875,9473,9,7987.1951,8663.1,10.84,7.77793978064,16.719
med15,7,1344.0,7.28,0.23,8085.91875,6704,7,5684.6464,6160.7,7.79,7.70109774996,15.266
ramp20,6,1600.0,7.41,0.1,10725.9375,9056,6,6536.70567,6864.6,7.86,7.69464323549,15.361
high15,13,1088.0,2.21,-0.13,11558.725,10131,12,10419.19976,10878.8,3.56,7.84516168786,17.13
high15,14,1344.0,11.17,0.94,12302.98125,10285,13,8650.17255,9373.7,11.78,7.78229850456,16.261
ramp20,7,1856.0,9.46,0.69,13686.36875,11523,6,7071.37638,7551.1,10.24,7.69490294041,15.311
high15,8,1088.0,1.3,-0.24,7462.46875,6460,8,6689.31503,7023.5,1.81,7.89603679654,15.335
high15,3,1344.0,3.33,0.01,3635.75625,3072,2,2555.00607,2770.1,3.48,7.71142615485,15.618
highwave20,12,1344.0,9.17,0.93,13328.04375,11269,11,9410.99335,10154.7,11.79,7.78695904255,18.773
highwave20,12,2112.0,9.33,0.96,14399.9625,11343,11,6117.97966,6981.8,11.89,7.86437599084,16.028
med15,9,1088.0,0.57,-0.3,8286.11875,6970,10,7388.88316,7798.7,1.1,7.81196418338,15.669
med15,1,1344.0,1.08,-0.3,1203.5625,1012,0,843.7059,917.0,1.15,7.673756917,15.276
med15,8,1600.0,9.06,0.86,9555.3125,8302,7,5873.8763,6115.4,9.48,7.79518076784,16.068
highwave20,10,2368.0,9.35,0.96,13922.175,11355,10,5654.99823,6020.4,11.86,7.90624346678,16.679
ramp20,6,1344.0,6.29,-0.22,9411.9375,7818,6,6621.75013,7171.0,6.81,7.73694900307,15.553
high15,17,1344.0,10.9,0.91,12441.84375,10284,17,8748.49565,9479.5,11.66,7.94617522571,18.267
high15,12,2368.0,11.35,0.96,12481.4875,10340,11,5054.44745,5397.4,11.88,7.80784146459,16.746
highwave20,14,2368.0,9.31,0.95,13743.1875,11330,13,5539.44843,5943.0,11.78,7.82913470863,15.329
med15,20,1088.0,0.85,-0.3,9908.55625,8257,20,8880.10744,9325.7,1.28,7.86206995288,15.498
med15,1,2880.0,2.16,-0.3,2526.1875,1970,0,814.25453,898.2,2.26,7.68437360406,16.246
med15,5,2624.0,9.0,0.84,10720.21875,8185,5,3615.20544,4183.5,9.39,7.65906568987,15.294
med15,20,1600.0,9.03,0.85,10127.5,8304,19,6159.18514,6481.6,9.43,7.8621245945,16.701
high15,7,1088.0,0.57,-0.3,6539.6875,5639,6,5855.45567,6155.0,1.15,7.84395004429,15.373
ramp20,12,2880.0,10.32,0.93,15326.15625,12518,15,5151.77231,5449.3,11.89,7.8212136759,15.801
high15,18,1344.0,11.18,0.94,12571.25625,10306,17,8832.5307,9578.1,11.76,7.78256262714,15.554
high15,11,2880.0,11.39,0.97,12889.40625,10351,10,4287.76937,4582.9,11.89,7.90374770775,15.941
ramp20,11,1856.0,10.24,0.91,14780.39375,12482,10,7712.14617,8154.7,11.88,7.85383893692,15.953
high15,1,2880.0,2.23,-0.12,2520.0,2036,0,821.80956,896.0,2.29,7.69877554028,15.188
ramp20,12,1088.0,1.19,-0.3,13636.01875,11829,12,12225.51399,12833.9,2.16,7.88973887341,17.027
high15,5,2624.0,9.38,0.73,11186.85,8532,5,3808.5869,4365.6,9.79,7.60261016751,15.321
med15,17,1088.0,1.05,-0.3,9749.925,8252,16,8744.69274,9176.4,1.6,7.88355128205,16.129
ramp20,4,2368.0,7.24,0.05,10587.78125,8990,4,4280.06748,4578.5,7.59,7.79285223482,15.412
med15,19,1856.0,9.11,0.88,10149.45625,8349,18,5293.61121,5599.7,9.48,7.91907338353,15.935
high15,13,2880.0,11.36,0.96,12709.6875,10333,12,4264.50481,4519.0,11.89,7.83375360077,20.19
highwave20,10,1344.0,8.64,0.85,12815.25,10675,9,8996.19914,9764.0,10.78,7.79324794085,15.558
highwave20,18,1088.0,0.26,-0.3,13482.275,11242,17,11966.00842,12689.2,0.68,7.98806714628,18.194
ramp20,1,1088.0,0.11,-0.3,1287.5375,1097,1,1141.19403,1211.8,0.91,7.7702704918,15.252
ramp20,13,2368.0,10.27,0.92,15191.7375,12483,15,6153.14594,6569.4,11.83,7.88411921908,17.917
high15,3,2112.0,4.9,0.19,5633.925,4476,2,2436.30825,2731.6,5.04,7.69720008933,15.332
ramp20,4,1856.0,5.85,-0.3,8250.5,7124,4,4329.09217,4552.0,6.16,7.6997859147,16.629
med15,16,1088.0,2.22,-0.3,9562.2875,8255,15,8629.61195,8999.8,3.4,7.84655852479,15.282
high15,10,2368.0,11.36,0.96,12705.10625,10352,9,5153.0803,5494.1,11.86,7.942795097,15.293
high15,4,2368.0,7.15,0.46,7928.175,6520,4,3236.80926,3428.4,7.46,7.66461725935,15.191
med15,1,1600.0,1.3,-0.3,1408.75,1201,0,848.01789,901.6,1.35,7.6220041632,15.258
high15,6,1344.0,6.37,0.37,7110.46875,5896,5,5005.13572,5417.5,6.71,7.69940315201,15.538
highwave20,8,2880.0,9.35,0.96,14822.4375,11344,7,4786.51188,5270.2,11.86,7.79209902211,17.514
ramp20,9,2112.0,10.26,0.91,15819.16875,12500,8,6840.13666,7669.9,11.83,7.84513479373,15.981
med15,10,2624.0,9.17,0.9,11156.1,8350,9,3795.3633,4353.6,9.53,7.94126019859,17.168
highwave20,12,2624.0,9.35,0.96,14957.05625,11347,11,5030.75994,5836.9,11.89,7.8026530199,16.547
ramp20,9,1088.0,8.91,0.53,3466.0875,12453,10470,2426.26055,3262.2,11.28,7.81876390525,15.231
med15,13,2624.0,9.15,0.9,11286.7875,8335,15,3824.22021,4404.6,9.53,7.95473676647,16.07
ramp20,19,1856.0,10.22,0.9,14836.4,12467,20,7800.7505,8185.6,11.81,7.90802955073,15.38
highwave20,18,1344.0,9.15,0.93,13827.45,11274,18,9732.26637,10535.2,11.71,7.80407111229,15.819
high15,2,2880.0,4.43,0.14,5002.59375,4034,1,1638.39917,1778.7,4.58,7.67592540273,15.202
highwave20,11,2624.0,9.33,0.96,15042.9,11333,10,5099.36444,5870.4,11.86,7.91214202592,17.172
ramp20,20,2880.0,10.3,0.93,16648.03125,12506,21,5414.28934,5919.3,11.89,7.77731715495,17.769
highwave20,13,2368.0,9.33,0.96,13771.63125,11342,12,5586.43198,5955.3,11.84,7.88396811696,17.874
ramp20,10,2112.0,10.25,0.91,15875.68125,12477,9,6818.7775,7697.3,11.88,7.90064031716,16.224
highwave20,17,1856.0,9.3,0.95,13412.8625,11347,16,7040.55589,7400.2,11.84,7.87907638828,16.908
ramp20,14,1088.0,1.15,-0.3,14315.0625,12399,14,12833.52288,13473.0,2.16,7.8906289374,16.128
ramp20,14,2368.0,10.27,0.92,15148.03125,12486,15,6136.61867,6550.5,11.86,7.87780073594,16.471
ramp20,1,2880.0,2.16,-0.3,3555.0,2630,1,1155.3777,1264.0,2.28,7.67660509312,15.228
med15,3,2624.0,5.53,-0.3,6563.075,5030,2,2210.32522,2561.2,5.7,7.74010612083,17.166
high15,16,2368.0,11.34,0.96,12681.2875,10345,15,5142.73589,5483.8,11.88,7.82675328185,16.099
med15,6,2880.0,9.16,0.9,10228.78125,8336,5,3398.3915,3636.9,9.51,7.76948651241,15.202
ramp20,13,2624.0,10.28,0.92,16546.83125,12488,12,5576.9921,6457.3,11.91,7.92975464,17.196
ramp20,15,1344.0,10.09,0.87,14921.15625,12433,14,10475.20822,11368.5,11.78,7.82517160762,15.86
ramp20,18,1088.0,0.64,-0.3,14649.85625,12395,17,13033.43255,13788.1,1.01,7.92276369642,16.005
ramp20,6,1856.0,8.3,0.35,12225.13125,10122,5,6270.76874,6744.9,8.71,7.62976182482,20.16
high15,7,2112.0,10.92,0.91,12683.34375,9959,7,5440.97531,6149.5,11.48,7.8522230584,15.357
med15,10,1344.0,8.92,0.81,9970.14375,8277,9,7003.86195,7596.3,9.41,7.85503837799,16.389
highwave20,16,1088.0,1.17,-0.3,12995.33125,11248,15,11682.72322,12230.9,2.23,7.94098561662,16.394
ramp20,2,2368.0,3.65,-0.3,5316.9,4435,3,2165.26333,2299.2,3.86,7.68471225777,15.186
highwave20,4,2880.0,7.75,0.71,11680.03125,9403,3,3847.36768,4152.9,8.89,7.62341760578,15.205
highwave20,17,2112.0,9.34,0.96,14581.4625,11358,16,6252.86759,7069.8,11.88,7.87041814665,15.383
ramp20,20,1856.0,10.22,0.9,15336.83125,12474,20,7920.59604,8461.7,11.84,7.8344360493,16.096
med15,3,1856.0,4.46,-0.3,4722.10625,4084,2,2486.63141,2605.3,4.65,7.68548188938,15.331
ramp20,20,2624.0,10.35,0.94,10939.56875,12517,5881,3481.95464,4269.1,11.96,7.82859011849,15.337
highwave20,7,2624.0,9.32,0.96,14818.9375,11313,6,4984.12741,5783.0,11.86,7.77805380334,15.959
high15,2,1600.0,2.55,-0.09,2677.8125,2342,1,1647.37504,1713.8,2.63,7.72540332907,20.284
med15,2,1344.0,2.17,-0.3,2399.25,2004,1,1682.93099,1828.0,2.26,7.72741645885,15.236
highwave20,14,1600.0,9.24,0.94,13139.53125,11310,13,8085.78047,8409.3,11.79,7.80736916012,16.091
med15,6,2112.0,8.23,0.57,9978.7875,7578,5,4377.19155,4838.2,8.96,7.68511644468,16.16
highwave20,6,2368.0,8.82,0.88,12856.575,10710,6,5207.85132,5559.6,11.03,7.7126927025,17.296
highwave20,14,2880.0,9.36,0.96,14071.21875,11361,49,4715.39578,5003.1,11.89,7.87964829097,15.603
ramp20,16,1600.0,10.2,0.9,14323.90625,12462,16,8845.47768,9167.3,11.83,7.82779347652,16.917
high15,9,1856.0,11.24,0.95,12328.08125,10273,8,6387.01312,6801.7,11.81,7.80313617352,15.537
high15,15,2624.0,11.39,0.97,13817.25625,10363,14,4657.41483,5392.1,11.89,7.81832957502,15.493
med15,13,1856.0,9.08,0.87,9781.88125,8314,12,5178.44228,5396.9,9.49,7.8013143166,15.377
high15,19,1600.0,11.22,0.95,12007.5,10309,18,7416.4283,7684.8,11.83,7.79968412898,16.363
high15,4,1344.0,4.38,0.13,4841.025,4042,3,3389.84834,3688.4,4.59,7.7001461063,15.283
high15,6,2624.0,11.02,0.92,13171.7625,10035,5,4491.17299,5140.2,11.73,7.65110737052,16.453
high15,6,2880.0,11.31,0.96,12813.1875,10288,5,4217.95942,4555.8,11.86,7.75909948509,15.29
high15,4,1856.0,5.69,0.29,6113.38125,5206,4,3195.20562,3372.9,5.93,7.75262610365,19.597
ramp20,16,2880.0,10.32,0.93,15598.6875,12513,16,5208.43939,5546.2,11.91,7.8348767659,15.877
ramp20,5,2368.0,8.89,0.52,12931.9625,10800,5,5235.07754,5592.2,9.48,7.71056853309,15.314
highwave20,7,1344.0,7.23,0.62,10591.875,8875,7,7424.43682,8070.0,7.9,7.71212362081,15.529
highwave20,12,1600.0,9.24,0.94,13016.875,11293,13,8007.52248,8330.8,11.76,7.8420984433,16.901
high15,2,2624.0,3.84,0.07,4557.40625,3501,1,1541.57524,1778.5,3.96,7.65175870931,15.243
ramp20,12,1600.0,10.2,0.9,14284.0625,12458,12,8805.50574,9141.8,11.81,7.89848155573,17.82
highwave20,17,2368.0,9.33,0.96,13861.81875,11334,16,5616.36554,5994.3,11.88,7.85862801762,17.222
highwave20,15,1088.0,1.48,-0.29,12998.51875,11225,16,11716.00371,12233.9,2.6,7.9658815052,16.146
med15,9,2880.0,9.19,0.91,10807.875,8358,8,3525.8675,3842.8,9.51,7.90064307913,15.39
ramp20,13,2880.0,10.3,0.93,15367.5,12488,14,5148.97708,5464.0,11.84,7.82492745161,16.987
med15,4,2112.0,6.17,-0.17,7098.7125,5634,3,3056.17874,3441.8,6.33,7.645947135,15.302
high15,20,1088.0,0.51,-0.3,12284.51875,10253,19,10942.66887,11561.9,0.86,7.91391627726,20.186
high15,14,1856.0,11.31,0.96,12045.15,10346,13,6376.45513,6645.6,11.84,7.88822743508,16.714
high15,19,1088.0,0.77,-0.3,12193.4625,10250,18,10880.28961,11476.2,1.05,7.99772974289,16.68
high15,16,2112.0,11.34,0.96,13304.56875,10347,16,5704.6803,6450.7,11.88,7.89848383673,15.474
high15,17,2880.0,11.38,0.96,13221.5625,10350,16,4370.51181,4701.0,11.89,7.8123579973,15.557
med15,12,2368.0,9.14,0.89,10112.5625,8331,11,4092.55028,4373.0,9.48,8.00547194917,17.598
highwave20,5,1088.0,0.02,-0.3,6307.31875,5315,4,5576.93894,5936.3,0.06,7.85538729084,15.61
med15,6,1344.0,6.15,-0.17,6915.95625,5715,5,4880.58422,5269.3,6.54,7.75770052448,15.604
high15,4,2880.0,8.47,0.62,9582.1875,7694,4,3163.41679,3407.0,8.93,7.67452974799,15.631
high15,14,1600.0,11.24,0.95,11927.8125,10307,13,7361.67023,7633.8,11.81,7.78090629845,16.634
med15,16,2880.0,9.19,0.91,10599.1875,8369,15,3544.06943,3768.6,9.51,7.82296016221,15.947
highwave20,9,2112.0,9.3,0.95,14469.05625,11325,8,6245.97114,7015.3,11.86,7.84436380482,15.487
med15,12,1344.0,8.98,0.84,9973.55625,8281,11,7001.30003,7598.9,9.38,7.83942703811,15.489
ramp20,14,2112.0,10.28,0.92,15940.65,12501,14,6775.17803,7728.8,11.89,7.81704091091,17.686
highwave20,1,1856.0,1.43,-0.3,2003.9,1751,0,1051.21969,1105.6,1.48,7.75164705882,15.283
med15,5,2112.0,7.6,0.34,8767.6875,6942,4,3778.52303,4251.0,7.88,7.63934825799,15.976
med15,17,1088.0,1.76,-0.3,9663.225,8261,17,8708.59881,9094.8,2.58,7.92847620198,16.132
med15,12,2880.0,9.18,0.91,10255.78125,8345,13,3458.72314,3646.5,9.51,7.75428176597,15.855
med15,17,1600.0,9.07,0.87,9664.6875,8321,16,5964.61067,6185.4,9.46,7.93624961017,17.229
med15,15,1088.0,1.66,-0.3,9583.1125,8253,14,8656.98849,9019.4,2.06,7.89413838152,16.352
med15,15,2880.0,9.19,0.91,10293.75,8358,14,3476.30547,3660.0,9.53,7.77544290492,15.296
med15,14,2880.0,9.18,0.91,10303.875,8356,14,3477.66424,3663.6,9.53,7.81816403823,15.378
med15,8,2880.0,9.19,0.91,10115.15625,8359,10,3420.30203,3596.5,9.53,7.91083988529,16.173
med15,17,1344.0,8.99,0.84,10043.38125,8294,17,7069.90443,7652.1,9.43,7.84522560462,15.398
med15,5,2112.0,7.82,0.42,8955.16875,7128,4,3766.88173,4341.9,8.14,7.66193438026,15.249
med15,18,2112.0,9.14,0.89,10822.14375,8350,17,4600.21682,5247.1,9.49,7.84340803155,15.857
med15,5,2624.0,9.05,0.86,10761.475,8239,4,3587.50659,4199.6,9.49,7.67694031299,15.204
med15,8,1344.0,8.26,0.58,9000.73125,7631,12,6411.79029,6857.7,8.96,7.7620832134,16.9
med15,20,2368.0,9.19,0.91,10355.8375,8372,19,4204.83774,4478.2,9.53,7.90504218806,16.353
med15,18,2368.0,9.16,0.9,10287.85,8346,18,4166.85097,4448.8,9.49,7.99627678144,15.518
med15,4,1344.0,4.44,-0.3,4833.4125,4082,3,3387.37951,3682.6,4.61,7.77152753978,15.482
med15,2,1344.0,2.24,-0.3,2452.66875,2065,1,1708.56348,1868.7,2.31,7.72192981607,15.222
med15,18,1600.0,9.07,0.87,9681.25,8323,17,5972.66191,6196.0,9.44,7.89861318945,15.286
med15,20,2624.0,9.2,0.91,11392.3625,8375,19,3826.25608,4445.8,9.53,7.78016213962,15.944
med15,2,2368.0,3.68,-0.3,3957.84375,3353,1,1589.70905,1711.5,3.78,7.74342665474,15.932
med15,18,2624.0,9.18,0.91,11380.575,8360,17,3812.21248,4441.2,9.53,7.85113883252,15.613
med15,1,1088.0,0.01,-0.3,976.11875,851,0,863.5793,918.7,0.06,7.77398119859,15.268
med15,14,2624.0,9.16,0.9,11152.76875,8335,13,3737.98544,4352.3,9.53,7.80861655486,15.274
med15,3,1600.0,3.92,-0.3,4027.96875,3591,2,2484.12099,2577.9,4.03,7.722967715,15.209
med15,12,1856.0,9.05,0.86,9519.6125,8277,12,5059.13968,5252.2,9.48,7.8172195681,15.283
med15,10,2880.0,9.16,0.9,10241.71875,8338,11,3444.75246,3641.5,9.49,7.88823535753,16.136
med15,12,2624.0,9.18,0.91,11102.54375,8352,11,3701.14667,4332.7,9.49,7.80434485233,15.189
med15,17,2368.0,9.16,0.9,10230.0375,8345,16,4122.61598,4423.8,9.51,7.9237664155,15.195
med15,8,2112.0,9.1,0.88,10421.60625,8336,9,4468.87574,5052.9,9.48,7.91508663871,15.296
med15,8,1600.0,9.0,0.84,9463.59375,8245,9,5856.5227,6056.7,9.48,7.9695267749,15.31
med15,10,2112.0,9.14,0.89,10598.15625,8336,9,4490.40132,5138.5,9.51,7.81113708808,15.839
med15,14,2368.0,9.15,0.9,10142.85625,8329,14,4091.72378,4386.1,9.51,7.97375488433,16.359
med15,13,2624.0,9.18,0.91,11237.5875,8366,13,3763.37195,4385.4,9.53,7.84277909058,16.361
med15,12,1088.0,2.68,-0.3,9313.13125,8182,11,8459.23153,8765.3,3.18,7.877140974,16.051
med15,2,2880.0,4.52,-0.3,4828.21875,4112,1,1631.48577,1716.7,4.68,7.68118769754,16.25
med15,16,2624.0,9.19,0.91,11294.475,8367,16,3789.65242,4407.6,9.53,7.83989419062,15.261
med15,11,2624.0,9.17,0.9,11066.4125,8346,11,3705.63163,4318.6,9.51,7.82273327749,15.333
med15,17,2112.0,9.14,0.89,10798.425,8336,16,4582.82073,5235.6,9.51,7.84338541667,15.306
med15,20,1088.0,2.98,-0.3,9528.7125,8257,19,8677.69395,8968.2,3.78,7.91863231029,15.275
med15,7,2624.0,9.16,0.9,10921.375,8325,6,3662.52511,4262.0,9.53,7.83913995919,16.503
med15,14,1600.0,9.08,0.87,9600.78125,8325,13,5932.77888,6144.5,9.44,7.90911129767,17.332
med15,20,1600.0,9.07,0.87,9724.6875,8313,20,5987.21975,6223.8,9.48,7.92986139446,16.065
med15,14,2112.0,9.16,0.9,10707.46875,8352,13,4531.15599,5191.5,9.51,7.80258995816,15.285
med15,11,1600.0,9.06,0.86,9469.84375,8300,10,5819.4887,6060.7,9.44,7.88456570397,15.767
med15,18,1088.0,1.42,-0.3,9635.28125,8256,17,8703.41434,9068.5,2.2,8.00316185181,16.031
med15,5,2368.0,8.86,0.79,9617.225,8066,6,3879.80427,4158.8,9.28,7.740296333,15.165
med15,7,2112.0,9.14,0.89,10522.25625,8328,7,4452.99762,5101.7,9.49,7.81058788242,15.714
med15,14,1856.0,9.12,0.89,9665.88125,8338,13,5132.96365,5332.9,9.48,7.85580098192,15.206
med15,19,2624.0,9.18,0.91,11355.4625,8359,18,3811.84982,4431.4,9.53,7.76810767578,15.986
med15,5,1856.0,7.43,0.28,7723.425,6793,4,4086.90742,4261.2,7.73,7.6252083272,15.193
med15,16,1600.0,9.05,0.86,9598.28125,8295,15,5928.40281,6142.9,9.43,7.93478170878,15.314
med15,7,2368.0,9.15,0.9,10000.40625,8334,8,4027.17468,4324.5,9.51,7.96502289619,16.121
med15,9,1856.0,9.1,0.88,9628.0,8315,13,5109.24023,5312.0,9.48,7.74875744476,16.189
med15,1,1856.0,1.53,-0.3,1581.95,1400,0,839.29066,872.8,1.56,7.721155,15.217
med15,11,2112.0,9.15,0.9,10603.10625,8348,10,4480.25888,5140.9,9.49,7.79751387892,15.922
med15,16,2368.0,9.15,0.9,10291.55,8346,17,4164.59569,4450.4,9.51,7.96286703336,15.242
med15,11,2880.0,9.15,0.9,10278.84375,8330,14,3466.00318,3654.7,9.51,7.82194511026,15.302
med15,18,1344.0,8.97,0.83,10045.21875,8281,18,7084.37293,7653.5,9.39,7.86245258465,15.228
med15,2,1600.0,2.63,-0.3,2710.0,2407,1,1666.58236,1734.4,2.7,7.80499626246,17.302
med15,13,1088.0,3.02,-0.3,9446.2625,8251,13,8548.76903,8890.6,3.96,7.91277879961,15.914
